Date,Spot,Expiry,Strike,Call,Put
2024-05-06,1425.9,2024-05-30,1420.0,39.55,22.35
2024-05-07,1440.95,2024-05-30,1440.0,34.65,27.3
2024-05-08,1427.3,2024-05-30,1420.0,39.45,21.5
2024-05-09,1439.55,2024-05-30,1440.0,30.55,25.5
2024-05-10,1424.9,2024-05-30,1420.0,33.35,23.15
2024-05-13,1423.45,2024-05-30,1420.0,31.45,21.75
2024-05-14,1424.7,2024-05-30,1420.0,32.9,19.5
2024-05-15,1419.95,2024-05-30,1420.0,29.2,21.85
2024-05-16,1453.35,2024-05-30,1460.0,19.95,24.05
2024-05-17,1444.3,2024-05-30,1440.0,26.0,20.4
2024-05-21,1434.15,2024-05-30,1440.0,20.6,19.95
2024-05-22,1454.8,2024-05-30,1460.0,18.3,18.4
2024-05-23,1472.4,2024-05-30,1480.0,11.1,18.65
2024-05-24,1465.1,2024-05-30,1460.0,16.1,9.15
2024-05-27,1471.35,2024-05-30,1480.0,7.05,14.6
2024-05-28,1467.05,2024-05-30,1460.0,11.55,3.8
2024-05-29,1450.95,2024-05-30,1460.0,3.7,12.65
2024-05-30,1427.45,2024-05-30,1420.0,7.2,0.05
2024-05-31,1406.9,2024-06-27,1400.0,49.6,31.45
2024-06-03,1405.9,2024-06-27,1400.0,48.2,30.5
2024-06-04,1393.65,2024-06-27,1400.0,40.0,40.6
2024-06-05,1430.1,2024-06-27,1440.0,28.05,35.7
2024-06-06,1472.25,2024-06-27,1480.0,29.15,31.75
2024-06-07,1533.6,2024-06-27,1540.0,25.0,30.5
2024-06-10,1499.75,2024-06-27,1500.0,27.55,26.7
2024-06-11,1495.75,2024-06-27,1500.0,25.25,23.45
2024-06-12,1485.2,2024-06-27,1480.0,31.6,19.9
2024-06-13,1493.95,2024-06-27,1500.0,21.65,24.35
2024-06-14,1488.9,2024-06-27,1480.0,26.55,16.05
2024-06-18,1498.2,2024-06-27,1500.0,20.05,17.0
2024-06-19,1511.35,2024-06-27,1520.0,14.6,23.35
2024-06-20,1515.4,2024-06-27,1520.0,16.05,22.0
2024-06-21,1532.7,2024-06-27,1540.0,9.8,19.25
2024-06-24,1527.15,2024-06-27,1520.0,11.65,9.65
2024-06-25,1541.95,2024-06-27,1540.0,5.7,9.1
2024-06-26,1540.7,2024-06-27,1540.0,2.4,5.95
2024-06-27,1573.35,2024-06-27,1580.0,0.5,14.6
2024-06-28,1566.75,2024-07-25,1560.0,51.85,38.4
2024-07-01,1590.8,2024-07-25,1600.0,41.1,48.4
2024-07-02,1621.05,2024-07-25,1620.0,45.35,42.85
2024-07-03,1627.4,2024-07-25,1620.0,49.75,36.1
2024-07-04,1650.65,2024-07-25,1660.0,37.95,45.55
2024-07-05,1647.45,2024-07-25,1640.0,44.0,39.8
